序号	传输方向	时间标识	状态	名称	帧ID	格式	类型	DLC	数据	
965	接收	15:40:36.944			0x18DA004A	数据帧	扩展帧	0x08	03 22 B9 38 FF FF FF FF 	
966	接收	15:40:36.944			0x18DA4A00	数据帧	扩展帧	0x08	04 62 B9 38 00 00 00 00 	
967	接收	15:40:37.983			0x18DA004A	数据帧	扩展帧	0x08	03 22 B8 3D FF FF FF FF 	
968	接收	15:40:37.983			0x18DA4A00	数据帧	扩展帧	0x08	04 62 B8 3D 00 00 00 00 	
969	接收	15:40:39.002			0x18DA004A	数据帧	扩展帧	0x08	03 22 BF FC FF FF FF FF 	
970	接收	15:40:39.002			0x18DA4A00	数据帧	扩展帧	0x08	05 62 BF FC 00 83 00 00 	
971	接收	15:40:40.618			0x18DA004A	数据帧	扩展帧	0x08	03 22 1A C4 FF FF FF FF 	
972	接收	15:40:40.618			0x18DA4A00	数据帧	扩展帧	0x08	05 62 1A C4 00 04 00 00 	
973	接收	15:40:41.652			0x18DA004A	数据帧	扩展帧	0x08	03 22 B8 3B FF FF FF FF 	
974	接收	15:40:41.652			0x18DA4A00	数据帧	扩展帧	0x08	04 62 B8 3B 00 00 00 00 	
975	接收	15:40:42.652			0x18DA004A	数据帧	扩展帧	0x08	03 22 B8 A8 FF FF FF FF 	
976	接收	15:40:42.652			0x18DA4A00	数据帧	扩展帧	0x08	05 62 B8 A8 0B B8 00 00 	
977	接收	15:40:43.639			0x18DA004A	数据帧	扩展帧	0x08	03 22 39 1F FF FF FF FF 	
978	接收	15:40:43.655			0x18DA4A00	数据帧	扩展帧	0x08	04 62 39 1F FE 00 00 00 	
979	接收	15:40:44.689			0x18DA004A	数据帧	扩展帧	0x08	03 22 BD 53 FF FF FF FF 	
980	接收	15:40:44.689			0x18DA4A00	数据帧	扩展帧	0x08	04 62 BD 53 00 00 00 00 	
981	接收	15:40:45.692			0x18DA004A	数据帧	扩展帧	0x08	03 22 39 1E FF FF FF FF 	
982	接收	15:40:45.692			0x18DA4A00	数据帧	扩展帧	0x08	04 62 39 1E FE 00 00 00 	
983	接收	15:40:46.691			0x18DA004A	数据帧	扩展帧	0x08	03 22 3B 10 FF FF FF FF 	
984	接收	15:40:46.691			0x18DA4A00	数据帧	扩展帧	0x08	05 62 3B 10 00 B7 00 00 	
985	接收	15:40:47.710			0x18DA004A	数据帧	扩展帧	0x08	03 22 BA 78 FF FF FF FF 	
986	接收	15:40:47.725			0x18DA4A00	数据帧	扩展帧	0x08	04 62 BA 78 08 00 00 00 	
987	接收	15:40:49.246			0x18DA004A	数据帧	扩展帧	0x08	03 22 98 30 FF FF FF FF 	
988	接收	15:40:49.246			0x18DA4A00	数据帧	扩展帧	0x08	04 62 98 30 00 00 00 00 	
989	接收	15:40:50.264			0x18DA004A	数据帧	扩展帧	0x08	03 22 37 ED FF FF FF FF 	
990	接收	15:40:50.264			0x18DA4A00	数据帧	扩展帧	0x08	07 62 37 ED 00 00 6D 60 	
991	接收	15:40:51.298			0x18DA004A	数据帧	扩展帧	0x08	03 22 B9 7E FF FF FF FF 	
992	接收	15:40:51.298			0x18DA4A00	数据帧	扩展帧	0x08	10 3F 62 B9 7E 2A 2A 2A 	
993	接收	15:40:51.314			0x18DA004A	数据帧	扩展帧	0x08	30 00 05 FF FF FF FF FF 	
994	接收	15:40:51.314			0x18DA4A00	数据帧	扩展帧	0x08	21 2A 2A 2A 2A 2A 2A 2A 	
995	接收	15:40:51.314			0x18DA4A00	数据帧	扩展帧	0x08	22 2A 2A 2A 2A 2A 2A 2A 	
996	接收	15:40:51.314			0x18DA4A00	数据帧	扩展帧	0x08	23 2A 2A 2A 2A 2A 2A 2A 	
997	接收	15:40:51.329			0x18DA4A00	数据帧	扩展帧	0x08	24 2A 2A 2A 2A 2A 2A 2A 	
998	接收	15:40:51.329			0x18DA4A00	数据帧	扩展帧	0x08	25 2A 2A 2A 2A 2A 2A 2A 	
999	接收	15:40:51.329			0x18DA4A00	数据帧	扩展帧	0x08	26 2A 2A 2A 2A 2A 2A 2A 	
1000	接收	15:40:51.329			0x18DA4A00	数据帧	扩展帧	0x08	27 2A 2A 2A 2A 2A 2A 2A 	
1001	接收	15:40:51.345			0x18DA4A00	数据帧	扩展帧	0x08	28 2A 2A 2A 2A 2A 2A 2A 	
1002	接收	15:40:51.345			0x18DA4A00	数据帧	扩展帧	0x08	29 2A 00 00 00 00 00 00 	
1003	接收	15:40:52.300			0x18DA004A	数据帧	扩展帧	0x08	03 22 12 A9 FF FF FF FF 	
1004	接收	15:40:52.300			0x18DA4A00	数据帧	扩展帧	0x08	04 62 12 A9 01 00 00 00 	
1005	接收	15:40:53.304			0x18DA004A	数据帧	扩展帧	0x08	03 22 B8 C2 FF FF FF FF 	
1006	接收	15:40:53.304			0x18DA4A00	数据帧	扩展帧	0x08	05 62 B8 C2 FB 00 00 00 	
1007	接收	15:40:54.290			0x18DA004A	数据帧	扩展帧	0x08	03 22 1F FB FF FF FF FF 	
1008	接收	15:40:54.290			0x18DA4A00	数据帧	扩展帧	0x08	05 62 1F FB 00 00 00 00 	
1009	接收	15:40:55.294			0x18DA004A	数据帧	扩展帧	0x08	03 22 39 27 FF FF FF FF 	
1010	接收	15:40:55.294			0x18DA4A00	数据帧	扩展帧	0x08	04 62 39 27 FE 00 00 00 	
1011	接收	15:40:56.781			0x18DA004A	数据帧	扩展帧	0x08	03 22 BA 7D FF FF FF FF 	
1012	接收	15:40:56.781			0x18DA4A00	数据帧	扩展帧	0x08	07 62 BA 7D 00 00 66 66 	
1013	接收	15:40:57.813			0x18DA004A	数据帧	扩展帧	0x08	03 22 B9 2D FF FF FF FF 	
1014	接收	15:40:57.813			0x18DA4A00	数据帧	扩展帧	0x08	04 62 B9 2D 00 00 00 00 	
1015	接收	15:40:58.799			0x18DA004A	数据帧	扩展帧	0x08	03 22 39 1C FF FF FF FF 	
1016	接收	15:40:58.815			0x18DA4A00	数据帧	扩展帧	0x08	05 62 39 1C 00 84 00 00 	
1017	接收	15:40:59.805			0x18DA004A	数据帧	扩展帧	0x08	03 22 AB AA FF FF FF FF 	
1018	接收	15:40:59.805			0x18DA4A00	数据帧	扩展帧	0x08	07 62 AB AA 00 00 04 80 	
1019	接收	15:41:00.823			0x18DA004A	数据帧	扩展帧	0x08	03 22 B7 D8 FF FF FF FF 	
1020	接收	15:41:00.823			0x18DA4A00	数据帧	扩展帧	0x08	04 62 B7 D8 01 00 00 00 	
1021	接收	15:41:01.856			0x18DA004A	数据帧	扩展帧	0x08	03 22 38 6D FF FF FF FF 	
1022	接收	15:41:01.856			0x18DA4A00	数据帧	扩展帧	0x08	05 62 38 6D 00 C8 00 00 	
1023	接收	15:41:02.858			0x18DA004A	数据帧	扩展帧	0x08	03 22 BA 7E FF FF FF FF 	
1024	接收	15:41:02.858			0x18DA4A00	数据帧	扩展帧	0x08	07 62 BA 7E 00 00 80 00 	
1025	接收	15:41:04.378			0x18DA004A	数据帧	扩展帧	0x08	03 22 C4 EA FF FF FF FF 	
1026	接收	15:41:04.394			0x18DA4A00	数据帧	扩展帧	0x08	04 62 C4 EA FE 00 00 00 	
1027	接收	15:41:05.381			0x18DA004A	数据帧	扩展帧	0x08	03 22 BA B0 FF FF FF FF 	
1028	接收	15:41:05.381			0x18DA4A00	数据帧	扩展帧	0x08	04 62 BA B0 A3 00 00 00 	
1029	接收	15:41:06.383			0x18DA004A	数据帧	扩展帧	0x08	03 22 33 DD FF FF FF FF 	
1030	接收	15:41:06.383			0x18DA4A00	数据帧	扩展帧	0x08	07 62 33 DD 00 00 35 20 	
1031	接收	15:41:07.385			0x18DA004A	数据帧	扩展帧	0x08	03 22 7C 22 FF FF FF FF 	
1032	接收	15:41:07.385			0x18DA4A00	数据帧	扩展帧	0x08	04 62 7C 22 01 00 00 00 	
1033	接收	15:41:08.404			0x18DA004A	数据帧	扩展帧	0x08	03 22 20 4A FF FF FF FF 	
1034	接收	15:41:08.404			0x18DA4A00	数据帧	扩展帧	0x08	04 62 20 4A 00 00 00 00 	
1035	接收	15:41:09.391			0x18DA004A	数据帧	扩展帧	0x08	03 22 BA 6D FF FF FF FF 	
1036	接收	15:41:09.391			0x18DA4A00	数据帧	扩展帧	0x08	07 62 BA 6D 00 00 20 40 	
1037	接收	15:41:10.410			0x18DA004A	数据帧	扩展帧	0x08	03 22 1F FF FF FF FF FF 	
1038	接收	15:41:10.410			0x18DA4A00	数据帧	扩展帧	0x08	05 62 1F FF 00 00 00 00 	
1039	接收	15:41:11.928			0x18DA004A	数据帧	扩展帧	0x08	03 22 9D 06 FF FF FF FF 	
1040	接收	15:41:11.928			0x18DA4A00	数据帧	扩展帧	0x08	04 62 9D 06 01 00 00 00 	
1041	接收	15:41:12.930			0x18DA004A	数据帧	扩展帧	0x08	03 22 B8 BF FF FF FF FF 	
1042	接收	15:41:12.946			0x18DA4A00	数据帧	扩展帧	0x08	07 62 B8 BF 00 00 25 80 	
1043	接收	15:41:13.947			0x18DA004A	数据帧	扩展帧	0x08	03 22 B0 86 FF FF FF FF 	
1044	接收	15:41:13.947			0x18DA4A00	数据帧	扩展帧	0x08	05 62 B0 86 05 00 00 00 	
1045	接收	15:41:14.965			0x18DA004A	数据帧	扩展帧	0x08	03 22 20 23 FF FF FF FF 	
1046	接收	15:41:14.965			0x18DA4A00	数据帧	扩展帧	0x08	04 62 20 23 00 00 00 00 	
1047	接收	15:41:15.970			0x18DA004A	数据帧	扩展帧	0x08	03 22 12 FF FF FF FF FF 	
1048	接收	15:41:15.970			0x18DA4A00	数据帧	扩展帧	0x08	07 62 12 FF 00 00 01 00 	
1049	接收	15:41:16.973			0x18DA004A	数据帧	扩展帧	0x08	03 22 BA 9D FF FF FF FF 	
1050	接收	15:41:16.973			0x18DA4A00	数据帧	扩展帧	0x08	04 62 BA 9D FE 00 00 00 	
1051	接收	15:41:17.974			0x18DA004A	数据帧	扩展帧	0x08	03 22 33 D5 FF FF FF FF 	
1052	接收	15:41:17.974			0x18DA4A00	数据帧	扩展帧	0x08	05 62 33 D5 0D 80 00 00 	
1053	接收	15:41:19.511			0x18DA004A	数据帧	扩展帧	0x08	03 22 12 9F FF FF FF FF 	
1054	接收	15:41:19.511			0x18DA4A00	数据帧	扩展帧	0x08	04 62 12 9F 01 00 00 00 	
1055	接收	15:41:20.559			0x18DA004A	数据帧	扩展帧	0x08	03 22 13 10 FF FF FF FF 	
1056	接收	15:41:20.575			0x18DA4A00	数据帧	扩展帧	0x08	04 62 13 10 02 00 00 00 	
1057	接收	15:41:21.602			0x18DA004A	数据帧	扩展帧	0x08	03 22 BA 75 FF FF FF FF 	
1058	接收	15:41:21.602			0x18DA4A00	数据帧	扩展帧	0x08	05 62 BA 75 FF FF 00 00 	
1059	接收	15:41:22.667			0x18DA004A	数据帧	扩展帧	0x08	03 22 3B 20 FF FF FF FF 	
1060	接收	15:41:22.667			0x18DA4A00	数据帧	扩展帧	0x08	04 62 3B 20 FE 00 00 00 	
1061	接收	15:41:23.718			0x18DA004A	数据帧	扩展帧	0x08	03 22 3C 72 FF FF FF FF 	
1062	接收	15:41:23.718			0x18DA4A00	数据帧	扩展帧	0x08	04 62 3C 72 00 00 00 00 	
1063	接收	15:41:24.750			0x18DA004A	数据帧	扩展帧	0x08	03 22 37 E4 FF FF FF FF 	
1064	接收	15:41:24.766			0x18DA4A00	数据帧	扩展帧	0x08	04 62 37 E4 01 00 00 00 	
1065	接收	15:41:25.799			0x18DA004A	数据帧	扩展帧	0x08	03 22 92 D6 FF FF FF FF 	
1066	接收	15:41:25.815			0x18DA4A00	数据帧	扩展帧	0x08	04 62 92 D6 FE 00 00 00 	
1067	接收	15:41:26.834			0x18DA004A	数据帧	扩展帧	0x08	03 22 11 77 FF FF FF FF 	
1068	接收	15:41:26.834			0x18DA4A00	数据帧	扩展帧	0x08	05 62 11 77 12 C0 00 00 	
1069	接收	15:41:28.290			0x18DA004A	数据帧	扩展帧	0x08	03 22 11 80 FF FF FF FF 	
1070	接收	15:41:28.305			0x18DA4A00	数据帧	扩展帧	0x08	04 62 11 80 00 00 00 00 	
1071	接收	15:41:29.292			0x18DA004A	数据帧	扩展帧	0x08	03 22 A0 BA FF FF FF FF 	
1072	接收	15:41:29.292			0x18DA4A00	数据帧	扩展帧	0x08	10 2F 62 A0 BA 00 00 00 	
1073	接收	15:41:29.308			0x18DA004A	数据帧	扩展帧	0x08	30 00 05 FF FF FF FF FF 	
1074	接收	15:41:29.308			0x18DA4A00	数据帧	扩展帧	0x08	21 00 40 C0 00 00 41 50 	
1075	接收	15:41:29.308			0x18DA4A00	数据帧	扩展帧	0x08	22 00 00 41 C8 00 00 42 	
1076	接收	15:41:29.323			0x18DA4A00	数据帧	扩展帧	0x08	23 30 00 00 42 50 00 00 	
1077	接收	15:41:29.323			0x18DA4A00	数据帧	扩展帧	0x08	24 42 7C CC CD 42 9B 33 	
1078	接收	15:41:29.323			0x18DA4A00	数据帧	扩展帧	0x08	25 33 42 B4 99 9A 42 CA 	
1079	接收	15:41:29.339			0x18DA4A00	数据帧	扩展帧	0x08	26 66 66 42 FA 00 00 00 	
1080	接收	15:41:30.323			0x18DA004A	数据帧	扩展帧	0x08	03 22 38 68 FF FF FF FF 	
1081	接收	15:41:30.323			0x18DA4A00	数据帧	扩展帧	0x08	05 62 38 68 00 87 00 00 	
1082	接收	15:41:31.342			0x18DA004A	数据帧	扩展帧	0x08	03 22 BD B1 FF FF FF FF 	
1083	接收	15:41:31.342			0x18DA4A00	数据帧	扩展帧	0x08	04 62 BD B1 00 00 00 00 	
1084	接收	15:41:32.344			0x18DA004A	数据帧	扩展帧	0x08	03 22 B8 7C FF FF FF FF 	
1085	接收	15:41:32.344			0x18DA4A00	数据帧	扩展帧	0x08	04 62 B8 7C 00 00 00 00 	
1086	接收	15:41:33.381			0x18DA004A	数据帧	扩展帧	0x08	03 22 12 9C FF FF FF FF 	
1087	接收	15:41:33.381			0x18DA4A00	数据帧	扩展帧	0x08	04 62 12 9C 00 00 00 00 	
1088	接收	15:41:34.412			0x18DA004A	数据帧	扩展帧	0x08	03 22 38 12 FF FF FF FF 	
1089	接收	15:41:34.412			0x18DA4A00	数据帧	扩展帧	0x08	04 62 38 12 FE 00 00 00 	
1090	接收	15:41:35.916			0x18DA004A	数据帧	扩展帧	0x08	03 22 38 10 FF FF FF FF 	
1091	接收	15:41:35.916			0x18DA4A00	数据帧	扩展帧	0x08	05 62 38 10 00 1D 00 00 	
1092	接收	15:41:36.933			0x18DA004A	数据帧	扩展帧	0x08	03 22 BB 1E FF FF FF FF 	
1093	接收	15:41:36.933			0x18DA4A00	数据帧	扩展帧	0x08	05 62 BB 1E 0F A0 00 00 	
1094	接收	15:41:37.951			0x18DA004A	数据帧	扩展帧	0x08	03 22 20 27 FF FF FF FF 	
1095	接收	15:41:37.951			0x18DA4A00	数据帧	扩展帧	0x08	05 62 20 27 00 00 00 00 	
1096	接收	15:41:38.953			0x18DA004A	数据帧	扩展帧	0x08	03 22 38 6A FF FF FF FF 	
1097	接收	15:41:38.953			0x18DA4A00	数据帧	扩展帧	0x08	04 62 38 6A FE 00 00 00 	
1098	接收	15:41:39.955			0x18DA004A	数据帧	扩展帧	0x08	03 22 73 95 FF FF FF FF 	
1099	接收	15:41:39.970			0x18DA4A00	数据帧	扩展帧	0x08	04 62 73 95 01 00 00 00 	
1100	接收	15:41:40.959			0x18DA004A	数据帧	扩展帧	0x08	03 22 BA 9E FF FF FF FF 	
1101	接收	15:41:40.959			0x18DA4A00	数据帧	扩展帧	0x08	05 62 BA 9E 00 B7 00 00 	
1102	接收	15:41:41.962			0x18DA004A	数据帧	扩展帧	0x08	03 22 74 39 FF FF FF FF 	
1103	接收	15:41:41.962			0x18DA4A00	数据帧	扩展帧	0x08	04 62 74 39 FE 00 00 00 	
1104	接收	15:41:42.964			0x18DA004A	数据帧	扩展帧	0x08	03 22 3B 1B FF FF FF FF 	
1105	接收	15:41:42.964			0x18DA4A00	数据帧	扩展帧	0x08	05 62 3B 1B FF FF 00 00 	
